Date,Open,High,Low,Close,Volume
2025-04-10,79.52104078321408,80.9333103259191,78.40264748599837,80.1996383264551,58280588
2025-04-11,79.79281942150904,81.42654780627423,79.4424736896339,80.62913967020921,48133210
2025-04-14,81.06514546099054,82.01428059760782,80.00404976782248,80.92305854251605,37834191
2025-04-15,80.75467568972553,81.57007917219237,79.60884769444202,80.46927029362969,45761099
2025-04-16,80.76705705599473,81.43934423711508,79.00426475144397,80.34647867514174,57436517
2025-04-17,80.27677289854654,81.72479662062933,79.45327997112504,80.26417308262053,52891836
2025-04-18,79.70340820941547,80.8321305567461,78.28653118918855,79.79104648683685,52008450
2025-04-21,79.84773776016699,81.0602890965471,79.16643827269695,79.83125761265114,64780718
2025-04-22,79.48864571873584,80.31710292821495,78.2156341722393,79.43466010974807,59562950
2025-04-23,80.35112541221184,81.36445017983291,79.58156993133915,80.35795827933117,42864153
2025-04-24,79.34540439503625,79.86847619898062,79.228013693656,79.62639538712978,48848903
2025-04-25,79.84206213266023,80.19266814772884,78.38900207540212,79.48867384079597,50680722
2025-04-28,80.09796828793081,80.99839966776177,79.12978282110578,79.8975512548799,54002358
2025-04-29,79.56623294657506,80.7963168577912,78.34342380737158,79.97810912149619,50810825
2025-04-30,80.7989368274423,81.5908090767541,78.42785092240946,79.78590255392935,48658197
2025-05-01,80.66237784972951,81.23126846718537,78.56024266702883,79.99309008527932,58168370
2025-05-02,79.26765540165273,80.13297927108624,78.4473804447331,79.44089830201607,56891644
2025-05-05,79.06100085189769,79.95540037824436,78.32952766461288,79.16935569454164,50978271
2025-05-06,79.67670652505433,80.6298925563271,78.72846949752888,79.341947176059,34177768
2025-05-07,79.55214607894813,80.63761172170476,78.29352299233771,79.36187299332889,43409607
2025-05-08,79.34630752962288,80.54994382558444,78.18150395225858,79.13406446894268,59079623
2025-05-09,79.13371520999023,79.89106087782629,78.63778871338518,79.1829217648379,53255778
2025-05-12,79.74270670196671,81.09225200690237,78.73428003038812,80.08395429877716,41307130
2025-05-13,80.13459854227787,82.10517785925781,79.20507523446464,80.07960288224882,38698212
2025-05-14,79.35710015468977,80.9539354162591,78.5698877528034,80.18891583144655,57946003
2025-05-15,80.37639799682954,81.32439539085321,79.26474385288712,80.57928439450151,38719374
2025-05-16,80.19022176090816,81.34387075429063,78.98930344062407,80.70413989230192,55496831
2025-05-19,80.90110581795119,81.49089852543588,80.04157732413678,81.43105422598896,50156977
2025-05-20,81.33816208916589,82.25350267948966,80.67424357498426,81.5200825153168,60404308
2025-05-21,80.57429396223854,81.61673252249669,79.39872464010008,80.72320382992773,67311696
2025-05-22,80.4501287835358,81.49511607946289,79.40778280866616,80.46674222354146,31534269
2025-05-23,80.7075709984376,81.3786967716018,79.15151809211459,80.29428005693973,59256722
2025-05-26,79.95700715829012,81.02300133946694,79.46557148684593,80.16148339625433,73817135
2025-05-27,80.95984102126404,81.56462471631573,79.27523906415304,80.49304576379814,50623313
2025-05-28,80.1018814580834,81.27095195029725,79.46079309948773,80.5361779282656,53603933
2025-05-29,80.85670637288044,81.46029818515372,79.72439281657647,80.73924500970169,38010486
2025-05-30,81.46523027240951,82.1882940452947,80.26685857315857,81.45975195558152,79356579
2025-06-02,80.84885493788474,82.00127352778442,80.28299904350237,81.02258677922228,59579320
2025-06-03,81.9617766377344,82.34862360136457,80.83229106194298,81.75487236514026,53078323
2025-06-04,82.02301431516439,83.92297920834746,81.27656976655679,82.6003101453681,58378305
2025-06-05,82.2104376196665,83.69372150447994,81.65733854912104,82.55818616923152,59720569
2025-06-06,82.30510951627197,82.73481074765301,81.81925145395385,82.552694136409,54238894
2025-06-09,81.9328242908198,82.78386424437787,80.50597053345341,82.15405434494363,41823176
2025-06-10,81.51983697311442,82.2034788934027,80.04147272386571,81.68831054118854,70225902
2025-06-11,81.87972362859708,83.13386428253612,81.23183602320688,82.19990022219756,61910858
2025-06-12,82.31047213180837,82.90808513176249,80.49802787285329,81.86345396463332,57241365
2025-06-13,83.45789586043415,83.79184208786334,81.85579203951853,82.39178367879636,45901987
2025-06-16,82.10634128063194,83.01939341546135,80.96675665271583,82.71449528589834,50789640
2025-06-17,82.72105476887218,83.97299434635478,81.87204202959782,82.44936171890352,66187876
2025-06-18,82.1180801129518,84.01020895747232,81.04842797064056,82.6207849198251,59104184
2025-06-19,83.4610448109242,83.67130037028447,82.05588992325109,83.27090070095994,63227444
2025-06-20,83.23358849293163,84.38172277382769,82.65815285373358,83.20048570914773,52787998
2025-06-23,82.98374403554912,84.30133159014377,82.38359295655367,83.11367915995933,47426999
2025-06-24,83.50945820987842,84.04316573581177,82.35745746846668,83.5633708379451,40212591
2025-06-25,83.96432204162817,84.4659689067734,82.69369889870394,83.44955334175798,43433106
2025-06-26,82.71169870558938,84.08245005879735,81.80447321347309,83.34093997563336,55402879
2025-06-27,82.93404904558099,84.7206168882699,82.19191496838621,83.43398218157996,51983935
2025-06-30,83.21416866851915,84.35530950693534,82.57990546345475,83.43015158003637,32531043
2025-07-01,83.09934225611858,84.144035056949,82.76416563205504,83.20540708841051,42282591
2025-07-02,82.78554434805984,83.4955970100387,81.81397878963843,82.99824149751564,57708022
2025-07-03,82.73751275960682,82.86083209984416,81.5035770661685,82.5609090328011,46705106
2025-07-04,83.1379091004732,83.16852880945771,81.4756127882656,83.25229871829193,50340295
2025-07-07,83.66455533205263,84.57129927731708,83.15799865224798,83.50778789144594,44604087
2025-07-08,83.19696903819994,84.34072070239206,81.6132975128935,83.88144789591847,47251546
2025-07-09,83.90988952921418,84.77495155102862,82.63449255177001,83.86204560648983,48097591
2025-07-10,83.8014869335638,84.51228022099617,82.19834928835333,83.23415090241032,65889403
2025-07-11,82.2516373544471,83.09095468430962,81.40120831953118,82.71716422525316,54316316
2025-07-14,84.09075842127437,83.98588360003126,82.4455482042509,83.02308351110163,44428694
2025-07-15,82.52313093145148,83.2313118846334,82.39296093955328,82.77965354170979,58422973
2025-07-16,83.34850225064744,83.55165215381201,81.41052134618813,82.78925431705248,28220322
2025-07-17,82.56643470330563,83.43456238063132,81.73634027301063,82.49973427587592,35889431
2025-07-18,82.93027751631634,84.063542266462,81.21882694817417,82.83103454011626,53114908
2025-07-21,82.17553919629202,83.38250224160254,81.39121213538617,82.33911542205047,41484600
2025-07-22,81.71115196028188,83.63868988619784,80.81017047211868,82.34169805270612,61185499
2025-07-23,81.90992730465263,82.63237579615503,81.44966474686215,82.1249204867359,42905688
2025-07-24,82.23205671576142,82.39950910130712,81.17524565476373,82.38960722990196,38208917
2025-07-25,81.9131041342876,83.6091274100933,81.05667156077864,82.40357339034301,48224040
2025-07-28,83.07226197639969,83.89463635230165,81.52828419772604,82.67381266990465,32260303
2025-07-29,82.13595965763491,83.25822556969034,81.17285520953301,82.39022092442785,56879329
2025-07-30,82.11427563694977,83.44532884425456,81.43347652977205,82.137701788713,49399624
2025-07-31,81.63121197619525,82.36110934367323,80.5940846257268,81.89049012338778,57556658
2025-08-01,81.24758268852382,83.34081183662218,80.56508885326366,81.799637426944,35930565
2025-08-04,81.66417415187904,83.1768364212226,80.35051807496603,81.61892201671509,59760407
2025-08-05,81.93169925669324,82.89790104934127,80.68784937616252,82.19004488444763,47965388
2025-08-06,82.44604194637422,83.71990892674295,81.04588414269534,82.1750082262798,30326749
2025-08-07,82.28687371004885,83.2123614559873,81.21040885751833,82.16627927672084,51247520
2025-08-08,82.9468882889448,83.6215084266375,81.75392880341421,82.78887158347848,48301476
2025-08-11,83.38989361272867,84.29279395213422,82.35489428975961,83.4663908560562,60989833
2025-08-12,84.47419158036854,85.35389436683239,83.45695170752113,84.2842935676501,26156932
2025-08-13,84.65506740301599,85.68292470289731,83.45139045917266,84.59831613863795,46155431
2025-08-14,84.8557058746402,85.543563266927,84.45934881469778,84.42445605104216,54308624
2025-08-15,83.83204583038217,84.45148962490475,82.07392751318166,83.88596197772273,65994709
2025-08-18,84.40531022920086,85.31916806779607,82.75737482942446,84.18088092053067,45163828
2025-08-19,84.09086473077798,84.31042405500423,83.15446838057093,84.5351901563471,48582424
2025-08-20,84.90062558097212,86.02029749844431,83.8560145669814,84.59248955227142,61955313
2025-08-21,84.16182064878184,85.26709190209338,82.59021574368349,83.95002237570309,34971293
2025-08-22,83.36026666401229,84.78835060643287,82.27052341295283,83.63691308466005,41436514
2025-08-25,83.84750147747306,84.69144476400949,82.47259515154046,83.3811372962822,48899945
2025-08-26,83.60545287240953,85.31098863651614,82.85739153568193,83.91980459694001,48395806
2025-08-27,84.52069589332321,85.66860985763498,83.15465920451591,84.96918000245519,59524619
2025-08-28,86.40227690089232,87.79505946531036,84.745289393113,85.68682499526321,46347590
2025-08-29,85.83578824634088,86.89542164384494,83.91212049334702,84.97083883609784,63280568
2025-09-01,84.72947057784465,85.50363140784924,83.98200508300262,84.5575557512024,49364264
2025-09-02,83.97584213190972,85.25599680120855,83.09241723170855,83.94412117098433,57751151
2025-09-03,83.49432632591149,84.07959417471925,82.9712263727669,83.50529090181804,50314915
