Date,Open,High,Low,Close,Volume
2025-04-10,119.80321442375356,120.57368059675541,117.90299542092737,119.9992308953475,54643698
2025-04-11,119.22620559143692,119.89074343809432,117.95529995095153,119.03791242057422,63032780
2025-04-14,120.54146677226039,122.15378669357759,119.19100143884341,120.79054522205779,50078801
2025-04-15,120.26740002212824,121.69760961168704,118.46738268146655,120.36630212733704,39841211
2025-04-16,116.4454894539953,117.8441216677403,115.37387800772717,117.38472638269681,41072124
2025-04-17,118.96333516220166,118.9820693812665,118.14278631531838,118.94269042884416,58107986
2025-04-18,117.18094053692371,117.85092359715381,115.82301740267836,116.93526449089738,37355015
2025-04-21,112.87605393001557,114.15348387265693,111.52285081799886,113.09252273862077,38159694
2025-04-22,112.67880347277568,113.78029904291107,111.50469727752557,112.52728843129226,43298847
2025-04-23,114.82262396254976,116.93846448515804,114.3529369055824,115.5018750915737,54809080
2025-04-24,115.07576615897885,117.1320693533732,113.10625884864155,115.38054215729922,40298757
2025-04-25,115.51974582742314,116.894296589642,113.10547926226612,114.80927517334553,46896922
2025-04-28,113.33943508832975,115.43724381187374,111.42867778066133,113.74310310094744,66087808
2025-04-29,116.600968345946,117.49708205246674,114.72181434702458,115.96844071108897,35668481
2025-04-30,115.38355744123525,117.2851148493302,113.31130004318766,115.09946040827697,46344940
2025-05-01,114.29321756981102,116.58774536368227,112.73654947159142,115.09646961732268,48046096
2025-05-02,113.94989631873018,115.5413877368169,112.68755390992712,114.40140348311817,46281421
2025-05-05,113.25852289670986,115.3275393720066,112.02617913452495,113.07786705549114,59961182
2025-05-06,110.36001821889484,110.85809046271137,108.3559787513346,110.27303405605497,42606285
2025-05-07,113.77040380404064,115.04634156885312,111.23245698397054,113.23254027612668,48037193
2025-05-08,114.35576294867022,114.44507846836291,112.604309755454,114.25548306514054,49359222
2025-05-09,114.55191444043646,116.88808136318468,113.48832784827202,115.82373305294257,58496119
2025-05-12,118.11925644512947,118.8280071203209,115.47484325339771,117.77619128970986,46069472
2025-05-13,121.32836642149574,122.97269889493096,119.54265260807871,120.48888749253149,53796396
2025-05-14,119.43251389378504,121.702688316231,117.67532839423501,119.51023157279013,66147787
2025-05-15,119.88833760025685,120.24391741226066,118.25696175642749,119.09904908118241,42632298
2025-05-16,116.2120495407607,117.96073396369988,114.43392861869867,116.08520669334665,35009840
2025-05-19,116.16941717606616,117.70105735886081,115.55929224385035,116.22022594439619,49405848
2025-05-20,121.01735643983149,122.01791190444159,118.69896261002913,120.88182691194869,47373404
2025-05-21,121.0094643703063,122.49938349215121,118.51673465444362,120.43121102247197,51722543
2025-05-22,123.34520227174174,125.12600107634746,121.65154727561749,122.40997090055276,50600859
2025-05-23,124.50085891378664,124.91620784928902,122.27441046721624,123.72786603893881,42274312
2025-05-26,125.80640397133772,126.68895206967242,122.29252705379304,125.03728576269546,45877792
2025-05-27,128.0400311331965,129.59455634703082,126.24102431815673,127.69676314132307,37209692
2025-05-28,128.85611861720966,132.10290620060078,127.93512415359608,129.395881769478,44193516
2025-05-29,128.14227665267126,129.33035034546478,127.57642199933957,128.2018547510524,51864161
2025-05-30,127.90822309689649,129.21884003320858,125.93052451469745,126.71052939684934,43917734
2025-06-02,128.20999976049168,128.2807400816613,128.0206493545999,128.01087245351545,62906444
2025-06-03,126.6759741240011,128.87313719264986,125.46412696039924,127.37799869179004,53556689
2025-06-04,128.57281004112332,130.78895894533125,127.32999675047947,128.24818759430116,39503445
2025-06-05,133.21171091190826,136.6432823735061,130.06435362719603,132.1278564839579,52428820
2025-06-06,127.3734863260916,128.29809027344,126.97355487226093,127.022175280602,42253850
2025-06-09,122.82187669566649,123.12705647144413,122.05491515164822,123.11196772784986,29349169
2025-06-10,122.26779049138733,124.58902056982294,122.04977366673361,123.55137300735808,53606478
2025-06-11,121.76930961581853,123.01716504607234,120.83937587424454,121.78831071685035,36331416
2025-06-12,121.92575711279953,124.44374200159672,120.40883375207514,123.59703099436,56333268
2025-06-13,123.15214810745952,124.65318907752051,122.0429659761938,124.02376421133772,49209326
2025-06-16,122.66371745459895,124.6169275492215,121.11956980261908,122.95933246352044,49119087
